confidence,decision,description,full_address,google_first_review_date,google_first_seen,google_place_id,name,opening_date,osm_first_added,osm_last_edit,osm_last_edit_age_days,quality_score,reasons,source,tags
Low,Needs editing,Lunch is server Mo-Fr 10:30-14:00.,"Ilmalanrinne 1, 00240 Helsinki",,,,Dylan La Ilma,,,2025-12-30T19:18:42Z,37,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:burger;cuisine:lunch;diet:vegetarian:yes;outdoor_seating:no;restaurant
Low,Needs more information,"burger, salad cuisine",,,,,Hansa Café Bar & Brasserie,,,2025-12-24T15:01:56Z,43,75,missing_address;description_too_short,OpenStreetMap,confidence:medium;cuisine:burger;cuisine:salad;outdoor_seating:yes;restaurant
Low,Needs editing,sandwich cuisine,Insinöörinkatu 12,,,,Mr.Pastrami,,,2025-02-12T07:44:21Z,358,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:sandwich;restaurant
Low,Needs editing,georgian cuisine,Unioninkatu 30,,,,Gastro Hub,,,2025-11-07T10:59:25Z,90,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:georgian;diet:vegetarian:yes;outdoor_seating:no;restaurant
High,Remove,coffee_shop cuisine,,,,,Starbucks,,,2025-11-29T23:42:39Z,68,50,keyword:starbucks;missing_address;description_too_short,OpenStreetMap,cafe;confidence:medium;cuisine:coffee;cuisine:shop;outdoor_seating:no;takeaway:yes
High,Remove,burger cuisine,"Kaivokatu 1, 00100 Helsinki",,,,Burger King,,,2025-11-17T11:13:46Z,80,65,keyword:burger king;description_too_short,OpenStreetMap,confidence:medium;cuisine:burger;fast_food;takeaway:yes
Low,Needs editing,"coffee_shop, breakfast, lunch cuisine","Aleksis Kiven katu 5, 00500 Helsinki",,,,Fazer Café Vallila,,,2025-08-16T13:45:02Z,173,90,description_too_short,OpenStreetMap,cafe;confidence:medium;cuisine:breakfast;cuisine:coffee;cuisine:lunch;cuisine:shop
Low,Needs editing,,"Urho Kekkosen katu 1, 00100 Helsinki",,,,Gateau,,,2025-11-30T16:22:06Z,67,90,missing_description,OpenStreetMap,cafe;confidence:medium;outdoor_seating:no
Low,Needs more information,indian cuisine,,,,,Villa Nepal,,,2025-09-28T12:31:04Z,130,75,missing_address;description_too_short,OpenStreetMap,confidence:medium;cuisine:indian;outdoor_seating:no;restaurant
Low,Needs editing,korean cuisine,"Kantelettarentie 1, 00420 Helsinki",,,,Seoul Good,,,2025-11-23T14:21:38Z,74,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:korean;restaurant
Low,Needs editing,,"Kellosaarenranta 2, 00180 Helsinki",,,,Faro Channelside Bar & Restaurant,,,2025-09-17T09:32:13Z,141,90,missing_description,OpenStreetMap,confidence:medium;diet:halal:no;diet:kosher:no;outdoor_seating:yes;restaurant
Low,Needs editing,kebab cuisine,Kaivonkatsojantie 8,,,,King Kebab,,,2025-10-12T16:48:34Z,116,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:kebab;fast_food
Medium,Keep,"Avautunut xx.12.2025. Liiketilassa ollut ennen Fivetti,  Hummus House ja ravintola Palm.","Capellanranta 4b, 00580 Helsinki",,,,Old Captain,,,2025-12-17T13:22:03Z,50,100,,OpenStreetMap,confidence:medium;cuisine:burger;cuisine:pizza;restaurant
High,Remove,burger cuisine,,,,,Burger King,,,2025-08-07T07:41:50Z,182,50,keyword:burger king;missing_address;description_too_short,OpenStreetMap,confidence:medium;cuisine:burger;fast_food;takeaway:yes
Low,Needs editing,coffee_shop cuisine,"Itäkatu 1-7, 00930 Helsinki",,,,Joe & The Juice,,,2025-11-22T17:35:59Z,75,90,description_too_short,OpenStreetMap,cafe;confidence:medium;cuisine:coffee;cuisine:shop;takeaway:yes
Low,Needs more information,,,,,,Waffle Café,,,2025-10-28T17:35:42Z,100,75,missing_address;missing_description,OpenStreetMap,cafe;confidence:medium
Low,Needs editing,,"Siltasaarenkatu 13, 00530 Helsinki",,,,14 Peaks,,,2025-08-09T08:53:30Z,180,90,missing_description,OpenStreetMap,confidence:medium;diet:vegan:yes;restaurant
Low,Needs editing,french cuisine,"Kluuvikatu 1, 00100 Helsinki",,,,Bistro Bardot,,,2025-08-12T08:05:20Z,177,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:french;restaurant
Low,Needs more information,pizza cuisine,,,,,Pizza Box,,,2025-08-12T14:59:09Z,177,75,missing_address;description_too_short,OpenStreetMap,confidence:medium;cuisine:pizza;restaurant
Low,Needs more information,pizza cuisine,,,,,Adams Plaza,,,2025-11-23T14:17:51Z,74,75,missing_address;description_too_short,OpenStreetMap,confidence:medium;cuisine:pizza;restaurant
Low,Needs editing,,"Arkadiankatu 23, 00100 Helsinki",,,,Kantin Lunch Club,,,2025-08-18T21:11:52Z,171,90,missing_description,OpenStreetMap,confidence:medium;restaurant
Low,Needs more information,persian cuisine,,,,,Bibi Bistro,,,2025-10-28T00:04:14Z,101,75,missing_address;description_too_short,OpenStreetMap,confidence:medium;cuisine:persian;restaurant
Low,Needs editing,,"Fredrikinkatu 71, 00100 Helsinki",,,,Teller,,,2025-08-19T06:44:12Z,170,90,missing_description,OpenStreetMap,confidence:medium;restaurant
Low,Needs editing,mediterranean cuisine,"Ruosilantie 18, 00390 Helsinki, FI",,,,Damasko,,,2025-08-19T12:14:47Z,170,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:mediterranean;restaurant
Low,Needs editing,georgian cuisine,"Malminrinne 2, 00180 Helsinki",,,,Tiflisi,,,2025-08-20T07:32:23Z,169,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:georgian;restaurant
Low,Needs more information,kebab cuisine,,,,,Helsingin Grillikebab ja Autopesula,,,2025-08-20T10:53:25Z,169,75,missing_address;description_too_short,OpenStreetMap,confidence:medium;cuisine:kebab;restaurant
Low,Needs editing,thai cuisine,"Bermudankatu 5, 00220 Helsinki",,,,Krung Thep Thai Bistro,,,2025-08-25T06:48:38Z,164,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:thai;restaurant
Low,Needs editing,,Aallonhalkoja 1,,,,Shin Ramen & BRGRS Sompasaari,,,2025-08-23T15:58:04Z,166,90,missing_description,OpenStreetMap,confidence:medium;restaurant
Low,Needs editing,,"Huopalahdentie 24, 00350 Helsinki",,,,Ravintola Huudi,,,2025-08-27T05:50:54Z,162,90,missing_description,OpenStreetMap,confidence:medium;restaurant
Low,Needs more information,,,,,,Robusto,,,2025-08-30T15:14:55Z,159,75,missing_address;missing_description,OpenStreetMap,confidence:medium;restaurant
Low,Needs editing,chicken cuisine,"Vanha Helsingintie 20, 00700 Helsinki",,,,Chitir Chicken,,,2025-09-07T12:07:19Z,151,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:chicken;fast_food
Low,Needs editing,,"Teollisuuskatu 33, 00510 Helsinki",,,,Ravintola Rouhea,2025-09-01,,2025-09-12T14:38:14Z,146,90,missing_description,OpenStreetMap,confidence:high;restaurant
Low,Needs editing,chinese cuisine,Aallonhalkoja 1,,,,Jojo Dumplings,,,2025-09-02T06:46:39Z,156,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:chinese;restaurant
Low,Needs editing,thai cuisine,Cygnaeuksenkatu 5,,,,Kanokchai,,,2025-09-03T18:24:47Z,155,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:thai;restaurant
Low,Needs more information,pizza cuisine,,,,,Pizza Express,,,2025-09-07T15:05:56Z,151,75,missing_address;description_too_short,OpenStreetMap,confidence:medium;cuisine:pizza;fast_food;outdoor_seating:yes
Low,Needs editing,sushi cuisine,Fredrikinkatu 46,,,,Nanapo,,,2025-09-30T06:23:00Z,128,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:sushi;restaurant
Low,Needs more information,,,,,,,,,2025-09-08T10:10:50Z,150,60,missing_name;missing_address;missing_description,OpenStreetMap,cafe;confidence:medium
Low,Needs more information,vietnamese cuisine,,,,,Hanoi Vietnam,,,2025-09-08T12:28:17Z,150,75,missing_address;description_too_short,OpenStreetMap,confidence:medium;cuisine:vietnamese;restaurant
Low,Needs editing,asian cuisine,"Fredrikinkatu 58, 00100 Helsinki, FI",,,,Mikivi,,,2025-09-12T08:10:38Z,146,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:asian;restaurant
Low,Needs editing,,"Elimäenkatu 25-27, 00510 Helsinki",,,,Antell Berlin/Vallila,,,2025-09-12T14:32:50Z,146,90,missing_description,OpenStreetMap,confidence:medium;restaurant
Low,Needs more information,donut cuisine,,,,,Arnolds,,,2025-09-13T12:08:26Z,145,75,missing_address;description_too_short,OpenStreetMap,confidence:medium;cuisine:donut;fast_food;outdoor_seating:yes
Low,Needs more information,,,,,,Wohveli Café,,,2025-09-14T16:16:26Z,144,75,missing_address;missing_description,OpenStreetMap,cafe;confidence:medium;outdoor_seating:no
Low,Needs more information,asian cuisine,,,,,Fry Day,,,2025-09-15T07:59:29Z,143,75,missing_address;description_too_short,OpenStreetMap,confidence:medium;cuisine:asian;restaurant
Low,Needs more information,asian cuisine,,,,,Mian,,,2025-09-15T07:59:29Z,143,75,missing_address;description_too_short,OpenStreetMap,confidence:medium;cuisine:asian;restaurant
Low,Needs more information,asian cuisine,,,,,Ravintola Kampung,,,2025-09-15T07:59:29Z,143,75,missing_address;description_too_short,OpenStreetMap,confidence:medium;cuisine:asian;restaurant
Low,Needs more information,,,,,,Ristorante Momento,,,2025-09-26T16:08:37Z,132,75,missing_address;missing_description,OpenStreetMap,confidence:medium;restaurant
Low,Needs more information,,,,,,Willensauna,,,2025-09-28T12:31:02Z,130,75,missing_address;missing_description,OpenStreetMap,confidence:medium;outdoor_seating:no;restaurant
Low,Needs editing,turkish cuisine,"Klaneettitie 12, 00420 Helsinki",,,,Erenn Kitchen & More,,,2025-10-01T20:21:49Z,127,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:turkish;delivery:yes;restaurant;takeaway:yes
Low,Needs editing,nepalese cuisine,"Sitratie 7, 00420 Helsinki",,,,Ravintola Nepali Food,,,2025-10-26T16:16:01Z,102,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:nepalese;delivery:yes;restaurant;takeaway:yes
Low,Needs more information,"japanese, sushi, buffet cuisine",,,,,Luckiefun's Sushibuffet,,,2025-10-06T16:44:59Z,122,75,missing_address;description_too_short,OpenStreetMap,confidence:medium;cuisine:buffet;cuisine:japanese;cuisine:sushi;outdoor_seating:no;restaurant
Low,Needs editing,,"Itäkatu 1-7, 00930 Helsinki",,,,Backyard,,,2025-10-08T19:59:56Z,120,90,missing_description,OpenStreetMap,confidence:medium;restaurant
Low,Needs editing,coffee_shop cuisine,"Bruno Granholmin kuja, 00510 Helsinki",,,,Alejandro's Empanadas,,,2025-10-11T13:54:56Z,117,90,description_too_short,OpenStreetMap,cafe;confidence:medium;cuisine:coffee;cuisine:shop
Low,Needs editing,georgian cuisine,Unioninkatu 30,,,,Winest,,,2025-11-07T10:59:25Z,90,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:georgian;outdoor_seating:yes;restaurant
Low,Needs editing,austrian cuisine,Eerikinkatu 33,,,,The Good Coffee Company,,,2025-10-16T15:10:55Z,112,90,description_too_short,OpenStreetMap,cafe;confidence:medium;cuisine:austrian
Low,Needs editing,,Rikhardinkatu 4,,,,Bonito,,,2025-10-19T17:21:52Z,109,90,missing_description,OpenStreetMap,confidence:medium;restaurant
Low,Needs editing,,Tyynenmerenkatu 9,,,,McDonald's,,,2025-10-19T21:23:13Z,109,90,missing_description,OpenStreetMap,confidence:medium;fast_food
Low,Needs editing,,Livornonkatu 6,,,,18grams,,,2025-10-23T09:01:56Z,105,90,missing_description,OpenStreetMap,cafe;confidence:medium
Low,Needs editing,french cuisine,Jätkäsaarenkuja 13,,,,Belle Baguette,,,2025-10-20T08:13:20Z,108,90,description_too_short,OpenStreetMap,cafe;confidence:medium;cuisine:french
Low,Needs more information,,,,,,Ylistalo,,,2025-10-24T10:09:19Z,104,75,missing_address;missing_description,OpenStreetMap,confidence:medium;restaurant
Low,Needs more information,,,,,,Brita,,,2025-10-24T10:09:19Z,104,75,missing_address;missing_description,OpenStreetMap,cafe;confidence:medium
Low,Needs editing,latin_american cuisine,"Vilhonvuorenkatu 3, 00500 Helsinki",,,,Ekeko Restobar,,,2025-10-27T10:17:26Z,101,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:american;cuisine:latin;restaurant
Low,Needs editing,,"Kalkkihiekantie 2, 00980 Helsinki",,,,Café Brutale,,,2025-10-31T20:04:19Z,97,90,missing_description,OpenStreetMap,cafe;confidence:medium
Low,Needs editing,,"Pohjoisesplanadi 35, 00100 Helsinki",,,,Café Noir,,,2025-12-03T16:41:33Z,64,90,missing_description,OpenStreetMap,cafe;confidence:medium
Low,Needs editing,pizza cuisine,"Meri-Rastilan kuja 2, 00980 Helsinki",,,,Mondo Pizza,,,2025-11-09T20:54:18Z,88,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:pizza;delivery:yes;restaurant;takeaway:yes
Low,Needs editing,,"Meri-Rastilan kuja 2, 00980 Helsinki",,,,EMPIRE Shisha Bar,,,2025-11-09T20:54:18Z,88,90,missing_description,OpenStreetMap,cafe;confidence:medium
Low,Needs more information,,,,,,Sodexo Helsingin yliopisto Päärakennus,,,2025-11-10T07:37:00Z,87,75,missing_address;missing_description,OpenStreetMap,confidence:medium;outdoor_seating:no;restaurant
Low,Needs editing,portuguese cuisine,"Sturenkatu 28, 00550 Helsinki",,,,Wave of flavours,,,2025-11-14T07:22:59Z,83,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:portuguese;restaurant
Low,Needs more information,,,,,,Pronto,,,2025-11-14T10:21:19Z,83,75,missing_address;missing_description,OpenStreetMap,cafe;confidence:medium;outdoor_seating:no
Low,Needs editing,,"Porkkalankatu 36, 00180 Helsinki, FI",,,,Greenfinch,,,2025-11-18T13:54:13Z,79,90,missing_description,OpenStreetMap,confidence:medium;restaurant
Low,Needs more information,mexican cuisine,,,,,Seksico,,,2025-11-19T17:31:54Z,78,75,missing_address;description_too_short,OpenStreetMap,confidence:medium;cuisine:mexican;fast_food
Low,Needs editing,italian cuisine,"Telakkakatu 10, 00150 Helsinki",,,,Officine Brera,,,2025-11-27T10:33:49Z,70,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:italian;restaurant
Low,Needs editing,,"Iso Roobertinkatu 24, 00120 Helsinki",,,,Esmes,,,2025-11-27T10:51:39Z,70,90,missing_description,OpenStreetMap,confidence:medium;restaurant
Low,Needs editing,nordic cuisine,"Itämerenkatu 25, 00180 Helsinki, FI",,,,Demo,,,2025-11-27T11:04:30Z,70,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:nordic;diet:halal:no;diet:kosher:no;restaurant
Low,Needs editing,,"Laulurastaantie 2, 00780 Helsinki",,,,Diamond Star Oy (Teboil Malmi),,,2025-11-29T17:32:39Z,68,90,missing_description,OpenStreetMap,cafe;confidence:medium
High,Remove,chicken cuisine,,,,,KFC,,,2025-11-30T16:13:01Z,67,50,keyword:kfc;missing_address;description_too_short,OpenStreetMap,confidence:medium;cuisine:chicken;fast_food;outdoor_seating:no;takeaway:yes
Low,Needs editing,"asian, japanese cuisine",Verkkoneula 6,,,,Daruma Kitchen,,,2025-12-03T13:07:40Z,64,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:asian;cuisine:japanese;restaurant
Low,Needs editing,,"Haartmaninkatu 3, 00290 Helsinki",,,,Unicafe,,,2025-12-15T06:59:06Z,52,90,missing_description,OpenStreetMap,confidence:medium;restaurant
Low,Needs more information,,,,,,Ravintola Sitara,,,2025-12-14T19:33:03Z,53,75,missing_address;missing_description,OpenStreetMap,confidence:medium;restaurant
Low,Needs editing,,"Haartmaninkatu 4, 00290 Helsinki",,,,Unicafe,,,2025-12-15T06:59:06Z,52,90,missing_description,OpenStreetMap,confidence:medium;restaurant
Low,Needs editing,,"Viikinkaari 5, 00790 Helsinki",,,,Unicafe,,,2025-12-15T06:59:06Z,52,90,missing_description,OpenStreetMap,confidence:medium;restaurant
Low,Needs editing,,"Olavinlinnantie 6, 00900 Helsinki",,,,Tropic Café,,,2025-12-15T11:21:25Z,52,90,missing_description,OpenStreetMap,confidence:medium;restaurant
Low,Needs editing,georgian cuisine,"Konttisatamankatu 2, 00540 Helsinki",,,,Vazi,,,2025-12-19T10:13:42Z,48,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:georgian;restaurant
Low,Needs editing,,Keskuskatu 3 A,,,,Puolenkuun Pelit Helsinki,,,2025-12-20T10:52:33Z,47,90,missing_description,OpenStreetMap,cafe;confidence:medium
Low,Needs editing,"asian, noodles cuisine",Malminrinne 3,,,,Uyghur Noodle House,,,2025-12-23T14:46:08Z,44,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:asian;cuisine:noodles;restaurant
Low,Needs more information,asian cuisine,,,,,Itsuyaki,,,2025-12-23T16:19:09Z,44,75,missing_address;description_too_short,OpenStreetMap,confidence:medium;cuisine:asian;outdoor_seating:no;restaurant
Low,Needs more information,asian cuisine,,,,,Miss Yao,,,2025-12-26T13:10:26Z,41,75,missing_address;description_too_short,OpenStreetMap,confidence:medium;cuisine:asian;restaurant
Low,Needs more information,,,,,,Cafe Kuppi,,,2025-12-26T15:45:47Z,41,75,missing_address;missing_description,OpenStreetMap,cafe;confidence:medium;outdoor_seating:no
Low,Needs editing,,"Itälahdenkatu 27, 00210 Helsinki",,,,Ravintola Loru,,,2025-12-29T11:31:33Z,38,90,missing_description,OpenStreetMap,confidence:medium;restaurant
Low,Needs editing,british cuisine,"Yrjönkatu 2, 00120 Helsinki",,,,The Tart,,,2026-01-01T12:02:55Z,35,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:british;restaurant
Low,Needs more information,pizza cuisine,,,,,Presto Pizza,,,2026-01-03T19:27:26Z,33,75,missing_address;description_too_short,OpenStreetMap,confidence:medium;cuisine:pizza;restaurant;takeaway:yes
Low,Needs editing,,"Vuotie 45, 00980 Helsinki",,,,Stadin Chili Kebab,,,2026-01-07T06:06:57Z,29,90,missing_description,OpenStreetMap,confidence:medium;fast_food
Low,Needs more information,syrian cuisine,,,,,Mashawina,,,2026-01-13T14:10:48Z,23,75,missing_address;description_too_short,OpenStreetMap,confidence:medium;cuisine:syrian;fast_food
Low,Needs editing,"pizza, kebab cuisine","Pakilantie 38, 00630 Helsinki",,,,Nemrut pizza kebab,,,2026-01-23T05:32:12Z,13,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:kebab;cuisine:pizza;restaurant
Low,Needs editing,,Pitäjänmäentie 19,,,,Fafa's,,,2026-01-19T16:58:50Z,17,90,missing_description,OpenStreetMap,confidence:medium;fast_food
Low,Needs more information,middle_eastern cuisine,,,,,Digla,,,2026-01-28T12:02:57Z,8,75,missing_address;description_too_short,OpenStreetMap,confidence:medium;cuisine:eastern;cuisine:middle;restaurant
Low,Needs more information,somali cuisine,,,,,Zahiiba,,,2026-01-28T11:54:05Z,8,75,missing_address;description_too_short,OpenStreetMap,confidence:medium;cuisine:somali;restaurant
Low,Needs editing,nepalese cuisine,Mannerheimintie 3,,,,Ravintola Base Camp,,,2026-01-31T00:47:45Z,5,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:nepalese;diet:chicken:yes;diet:meat:yes;diet:non-vegetarian:yes;diet:vegan:yes;diet:vegetarian:yes;restaurant
Low,Needs more information,,,,,,Herkkuhetki Pitäjänmäki Tali,,,2026-02-03T05:56:17Z,2,75,missing_address;missing_description,OpenStreetMap,confidence:medium;restaurant
Low,Needs editing,thai cuisine,"Käskynhaltijantie 38, 00640 Helsinki",,,,Krung Thep Thai Bistro Oulunkylä,,,2026-02-05T13:09:39Z,0,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:thai;restaurant
Low,Needs editing,burger cuisine,"Laivalahdenkatu 1, 00880 Helsinki",,,,McDonald's,,,2025-11-23T22:07:40Z,74,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:burger;diet:halal:no;diet:kosher:no;diet:vegan:yes;diet:vegetarian:yes;fast_food;takeaway:yes
Low,Needs editing,burger cuisine,"Aamuruskontie 2, 00750 Helsinki",,,,McDonald's,,,2025-08-17T07:07:52Z,172,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:burger;diet:halal:no;diet:kosher:no;diet:vegan:yes;diet:vegetarian:yes;fast_food;outdoor_seating:yes;takeaway:yes
Low,Needs editing,,"Kallvikinniementie 6, 00980 Helsinki",,,,Villa Ullas,,,2025-10-13T14:50:25Z,115,90,missing_description,OpenStreetMap,cafe;confidence:medium;diet:halal:no;diet:kosher:no;diet:vegan:yes;diet:vegetarian:yes;outdoor_seating:yes
Low,Needs editing,burger cuisine,"Kaivonkatsojantie 1 A, 00980 Helsinki",,,,McDonald's,,,2025-10-26T21:07:51Z,102,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:burger;diet:vegan:yes;diet:vegetarian:yes;fast_food;outdoor_seating:yes;takeaway:yes
Low,Needs editing,,"Mustikkamaankuja 1, 00570 Helsinki",,,,Ravintola Alia,,,2023-01-11T18:43:30Z,1121,90,missing_description,OpenStreetMap,confidence:medium;restaurant
Low,Needs editing,regional cuisine,"Merikannontie 8, Helsinki, FI",,,,Cafe Regatta,,,2025-10-08T18:41:21Z,120,90,description_too_short,OpenStreetMap,cafe;confidence:medium;cuisine:regional;diet:vegan:yes
Low,Needs editing,regional cuisine,"Vattuniemen puistotie 1, 00210 Helsinki",,,,Blue Peter,,,2025-08-19T14:02:29Z,170,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:regional;diet:halal:no;diet:kosher:no;restaurant
High,Remove,burger cuisine,"Ristipellontie 11, 00390 Helsinki, FI",,,,Hesburger,,,2025-09-26T14:36:16Z,132,65,keyword:hesburger;description_too_short,OpenStreetMap,confidence:medium;cuisine:burger;diet:halal:no;diet:kosher:no;diet:vegan:yes;diet:vegetarian:yes;fast_food;outdoor_seating:yes;takeaway:yes
Low,Needs editing,,"Itälahdenpolku 2, 00210 Helsinki",,,,Paseo,,,2025-12-31T14:15:03Z,36,90,missing_description,OpenStreetMap,cafe;confidence:medium;diet:halal:no;diet:kosher:no;diet:vegetarian:yes;outdoor_seating:yes
Low,Needs more information,,,,,,Juggebar,,,2025-09-07T12:32:22Z,151,75,missing_address;missing_description,OpenStreetMap,cafe;confidence:medium
Low,Needs editing,burger cuisine,"Kivikonlaita 2, 00940 Helsinki",,,,McDonald's,,,2025-02-03T15:23:07Z,367,90,description_too_short,OpenStreetMap,confidence:medium;cuisine:burger;delivery:yes;diet:halal:no;diet:kosher:no;diet:vegan:yes;diet:vegetarian:yes;fast_food;outdoor_seating:yes;takeaway:yes
Low,Needs more information,,,,,,Ravintola Karhu,,,2025-08-13T13:00:59Z,176,75,missing_address;missing_description,OpenStreetMap,confidence:medium;diet:halal:no;diet:kosher:no;restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Annankatu 22, 00100 Helsinki, Finland",2025-10-29,2026-02-06,ChIJ36bwCcsLkkYRB4sbBayISh0,Lappi Ravintola,,,,,100,,Google Places (Text Search),confidence:low;dineIn:yes;outdoorSeating:no;price_level:PRICE_LEVEL_EXPENSIVE;rating:4.5;ratings:2542;reservable:yes;servesBeer:yes;servesBreakfast:no;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesWine:yes;source:google_places;takeout:no;type:establishment;type:food;type:point_of_interest;type:restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Ludviginkatu 3-5, 00130 Helsinki, Finland",2025-09-13,2026-02-06,ChIJJwFAR8kLkkYRGBui1u3I3tU,Ravintola Ragu,,,,,100,,Google Places (Text Search),confidence:low;delivery:no;dineIn:yes;outdoorSeating:no;price_level:PRICE_LEVEL_EXPENSIVE;rating:4.6;ratings:1165;reservable:yes;servesBeer:yes;servesBreakfast:no;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;takeout:no;type:establishment;type:food;type:point_of_interest;type:restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Kanavaranta 7 F, 00160 Helsinki, Finland",2025-09-27,2026-02-06,ChIJaXUuQcULkkYRa6IUULmj8VI,Ravintola Nokka,,,,,100,,Google Places (Text Search),confidence:low;delivery:no;dineIn:yes;outdoorSeating:yes;price_level:PRICE_LEVEL_VERY_EXPENSIVE;rating:4.6;ratings:1194;reservable:yes;servesBeer:yes;servesBreakfast:no;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;type:establishment;type:food;type:point_of_interest;type:restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Citykäytävä, Aleksanterinkatu 21, 00100 Helsinki, Finland",2025-02-07,2026-02-06,ChIJV7fq6g0LkkYR9s15vKQj83A,Tawook Lab,,,,,100,,Google Places (Text Search),confidence:low;delivery:yes;dineIn:yes;outdoorSeating:yes;price_level:PRICE_LEVEL_MODERATE;rating:4.8;ratings:826;reservable:yes;servesBeer:no;servesCocktails:no;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:no;source:google_places;takeout:yes;type:establishment;type:food;type:point_of_interest;type:restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Fredrikinkatu 41, 00120 Helsinki, Finland",2025-09-21,2026-02-06,ChIJleLhVsoLkkYRDc6N8_tElmY,Restaurant Muru,,,,,100,,Google Places (Text Search),confidence:low;delivery:no;dineIn:yes;outdoorSeating:no;price_level:PRICE_LEVEL_EXPENSIVE;rating:4.6;ratings:1047;reservable:yes;servesBeer:yes;servesBreakfast:no;servesCocktails:no;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:no;servesWine:yes;source:google_places;takeout:no;type:establishment;type:food;type:point_of_interest;type:restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Töölönkatu 1, 00100 Helsinki, Finland",2025-10-05,2026-02-06,ChIJfWKFeZ0LkkYRFHiVnSMeoRk,Osteria dei Gusti,,,,,100,,Google Places (Text Search),confidence:low;delivery:no;dineIn:yes;outdoorSeating:yes;price_level:PRICE_LEVEL_MODERATE;rating:4.7;ratings:802;reservable:yes;servesBeer:yes;servesBreakfast:no;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesWine:yes;source:google_places;takeout:no;type:establishment;type:food;type:italian_restaurant;type:point_of_interest;type:restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Aleksanterinkatu 22, 00170 Helsinki, Finland",2025-10-14,2026-02-06,ChIJlwjdrs8LkkYR3SPwdY1bjIo,Restaurant Savotta,,,,,100,,Google Places (Text Search),confidence:low;delivery:no;dineIn:yes;outdoorSeating:yes;price_level:PRICE_LEVEL_EXPENSIVE;rating:4.5;ratings:1948;reservable:yes;servesBeer:yes;servesBreakfast:no;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;type:establishment;type:food;type:point_of_interest;type:restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Unioninkatu 30, 00100 Helsinki, Finland",2025-12-08,2026-02-06,ChIJwwPlYSoLkkYRVLH7zmfJz9o,Gastro Hub,,,,,100,,Google Places (Text Search),confidence:low;delivery:yes;dineIn:yes;outdoorSeating:yes;price_level:PRICE_LEVEL_MODERATE;rating:4.7;ratings:1273;reservable:yes;servesBeer:yes;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;takeout:yes;type:establishment;type:food;type:point_of_interest;type:restaurant
